Reference	ID	Tags	Quote	Occurrence	Question	Response
1:10	j77v				Who was the first conqueror on the earth?	Nimrod, the son of Cush, was the first conqueror.
1:19	qgd7				Why was one of Eber’s sons named Peleg?	In his days, the earth was divided.
1:43	fx0w				What land had kings before kings reigned over the Israelites?	The land of Edom had kings before the Israelites had kings.
2:3	beew				What happened to Er, Judah’s firstborn son?	He was wicked in the sight of Yahweh, so Yahweh killed him.
2:7	tq2p				How did Achar bring trouble on Israel?	He stole what was reserved for God.
2:13-14	e0dh				Who was the seventh son of Jesse?	David was the seventh son of Jesse.
3:4	s6fy				How many years did David rule as king in Jerusalem?	He ruled for thirty-three years as king in Jerusalem.
3:16	spfa				Who was the last king for the Israelites?	Zedekiah was Israel’s last king.
4:9-10	jgsv				What did Jabez pray to the God of Israel?	He prayed that God would bless him, extend his territory, keep him from harm so that he might not have to endure pain.
4:10	r6kc				Was Jabez’s prayer answered?	Yes, God granted him his prayer.
4:27	y6ko				Why did the clan of Shimei and his brothers not increase greatly in numbers and the people of Judah did?	His brothers did not have many children.
4:39-40	jttm				Why did some of the sons of Shimei go to Gedor on the east side of the valley?	They were seeking pasture for their flocks, and they found abundant and good pasture there.
5:1	mjrj				Why was Reuben’s firstborn birthright given to his brother Joseph?	His birthright was given to Joseph, son of Israel, because Reuben had defiled his father’s couch.
5:2	g2vy				From what son of Israel would a leader come?	A leader would come from Israel’s son, Judah.
5:6	wkhf				What happened to Beerah, the son of Baal?	The king of Assyria took him into exile.
5:18	hplt				How many trained soldiers did the Reubinites, Gadites, and the half tribe of Manasseh have?	They had forty-four thousand soldiers trained for war, who carried shield and sword, and who drew the bow.
5:20	b937				Why were the Hagrites defeated?	They were defeated because the Israelites cried out to God and put their trust in him, and God responded to them.
5:22	u4c0				How long did the Israelites live in the land they took from the Hagrites?	They lived there until their captivity.
5:23-24	apuf				Where did the half tribe of Manasseh live with their families?	They lived in the land of Bashan.
5:25-26	ei6f				Because the Reubenittes, Gadities, and the half tribe of Manasseh were unfaithful to God, what did he do to them?	God stirred up the king of Assyria and these tribes were taken into exile by Assyria.
6:15	frt1				To whom did Yahweh exile Judah and Jerusalem?	He exited Judah and Jerusalem to Nebuchadnezzar king of Babylon.
6:31	qfyr				What were the duties of the men whom David put in charge of music?	They were to serve by singing before the tabernacle.
6:32	jarv				Who built the house of Yahweh in Jerusalem?	Soloman built the house of Yahweh.
6:48	jtpp				What tribe of Israel was assigned to do the work for the tabernacle?	The Levites were assigned to do this work.
6:49	eh29				What atonement offerings were Aaron and his sons responsible for?	They were responsible for the offerings on the altar for burnt offerings and on the incense altar.
6:49	dkmg				What were these offerings for?	These offerings were to make atonement for Israel’s sins.
6:64-65	a8hn				Where did the Levites live because they were not given specific land like the other tribes?	The Levites were assigned by lot cities with their pasturelands from the tribes of Judah, Simeon, and Benjamin.
7:2	ekdx				What kind of men were the sons of Tola?	They were strong, courageous men.
7:5	j0yh				What was the number of fighting men from the tribe of Issachar?	The tribe of Issachar had 87,000 fighting men.
7:6-7	zo7s				For what were the sons of Bela known?	The sons of Bela were known as soldiers and originators of clans.
7:14	uyaa				Who bore Manasseh a male child named Asriel?	Manasseh’s Aramite concubine bore him a male child named Asriel.
