Reference	ID	Tags	Quote	Occurrence	Question	Response
1:1	sfxv				What did David do after the death of Saul?	After the death of Saul, David returned from attacking the Amalakites and remained in Ziklag for two days.
1:2	mg00				On the third day, who came to David from Saul’s camp?	On the third day a man with his clothes torn and with dirt on his head came to David.
1:4	y2th				What did the young man say about Saul and Jonathan?	The young man said Saul and Jonathan his son were dead.
1:6	bqti				Where did the young man say he found Saul?	The young man said he was on Mount Gilboa, and there Saul was leaning on his spear.
1:8	b0gx				What did the young man say Saul asked him to do?	The young man said Saul asked him to stand over him and kill him.
1:9	ki23				Why did Saul ask the young Amalekite man to kill him?	Saul asked the young Amalekite man to kill him because he said, “…great suffering has taken hold of me because life is still in me.”
1:10	ngv8				After the young man killed Saul what did he take from Saul?	The young man took the crown that was on Saul’s head and the band that was on his arm.
1:11-12	eukz				What did David and his men do when they heard about Saul’s and Jonathan’s death?	David and his men tore their clothes and they mourned, wept, and fasted until evening.
1:12	qufu				For whom else were David and his men mourning, weeping, and fasting?	David and his men also mourned, wept, and fasted for the people of Yahweh and for the house of Israel because they had fallen by the sword.
1:14	sig9				Why did David have the young Amalekite man killed?	David had the young Amalekite man killed because he had killed Yahweh’s anointed king.
1:16	dgex				Why did David have the young Amalekite man killed?	David had the young Amalekite man killed because he had killed Yahweh’s anointed king.
1:17-18	azfg				In what book is the funeral song that David sang about Saul and his son Jonathan written?	The funeral song that David sang about Saul and his son Jonathan has been written in the book of Jashar.
1:19	h3ib				What is dead, killed on Israel’s mountains?	Israel’s glory is dead.
1:20	xrbg				Why did David say not to proclaim that Israel’s glory was dead in Gath or in the streets of Ashkelon?	David said not to proclaim it in Gath or in the streets of Ashkelon so that the daughters of the Philistines may not rejoice, and so that the daughters of the uncircumcised may not celebrate.
1:21	sgjf				Where was the shield of the mighty defiled?	The shield of the mighty was defiled on the mountains of Gilboa.
1:24	sonh				What did Saul do for the daughters of Israel?	Saul clothed them in scarlet delicately, and put ornaments of gold on their garments.
1:26	ujp1				How great was the love of Jonathan to David?	David said Jonathan’s love to David was wonderful, exceeding the love of women.
2:1	b8cn				How did Yahweh reply to David when David asked him, “Should I go up to one of the cities of Judah?”	Yahweh replied to David, “Go up.” when David asked him.
2:2	ecdv				To which city did Yahweh tell David to go?	Yahweh told David to go to Hebron.
2:2-3	g6v7				Who went up with David to Hebron?	David went up to Hebron with his two wives, Ahinoam and Abigail. David also brought the men who were with him, who each brought his family.
2:4	maml				What did men from Judah do when they came to David?	Men from Judah came and anointed David king over the house of Judah.
2:8	g8i3				Who was Abner?	Abner was the son of Ner, commander of Saul’s army.
