Reference	ID	Tags	Quote	Occurrence	Question	Response
1:2	bqk7				How was Ahaziah injured?	Ahaziah fell down through the lattice in his upper chamber in Samaria, and was injured.
1:4	hr4a				Why was Ahaziah going to certainly die?	Ahaziah was going to consult with Baal Zebub, the god of Ekron; therefore, he would certainly die.
1:8	j52s				What did Elijah wear?	Elijah wore a garment made of hair, and had a leather belt wrapped around his waist.
1:10	euap				What consumed the captain and his fifty men?	A fire came down from heaven and consumed the captain and his fifty men.
1:13	cetj				How did the third captain approach Elijah?	The third captain went up, fell on his knees before Elijah, and begged him.
1:17	dame				Why did Joram begin to reign in the place of Ahaziah?	Joram began to reign in his place because Ahaziah had no son.
2:1	cfgb				When did Elijah leave with Elisha from Gilgal?	When Yahweh was going to take up Elijah by a whirlwind into heaven, Elijah left with Elisha from Gilgal.
2:3	z3s8				How did Elisha answer when the sons of the prophets told him that Yahweh would take his master from him?	Elisha answered, “Yes, I know it, but do not talk about it.”
2:8	fc67				Why did the river divide on both sides?	Because Elijah took his cloak, rolled it up, and struck the water with it, the river divided on both sides.
2:9	v4jq				For what did Elisha ask?	Elisha asked for a double portion of Elijah’s spirit to come on him.
2:11	nvuc				How did Elijah go up into heaven?	Elijah went up by a whirlwind into heaven.
2:14	vama				What happened when Elisha struck the waters with Elijah’s cloak?	When Elisha had struck the waters, they divided on both sides and Elisha crossed over.
2:16	zvjk				What did the sons of the prophets want fifty strong men to do?	They wanted fifty strong men to go and look for Elisha’s master, in case the Spirit of Yahweh had taken him up and thrown him onto some mountain or into some valley.
2:17	e9v6				For how long did the fifty men look for Elijah?	The fifty men looked for three days.
2:19	v2o7				What was the problem at Jericho?	The water was bad and the land was not fruitful.
2:21-22	hy5b				How was the water healed?	Elisha went out to the spring of water and threw salt in it.
2:23-24	vqp5				When some boys mocked Elisha, what curse happened to them?	When some boys mocked Elisha, two female bears came out of the woods and injured forty-two of the boys.
3:2	w8dh				How was Joram’s evil different from the evil of his father and his mother?	Joram’s evil was not like his father and his mother, for he removed the sacred stone pillar of Baal that his father had made.
3:6	egpu				Why did King Joram leave Samaria?	King Joram left Samaria to mobilize all Israel for war.
3:9	skgu				What three armies marched in a semicircle for seven days?	Israel, Judah, and Edom marched in a semicircle for seven days.
3:11	o3io				What had Elisha done for Elijah?	Elisha had poured water on the hands (a helper) of Elijah.
3:14	u3x9				Why did Elisha pay attention to the king of Israel?	Elisha paid attention to the king of Israel because Elisha honored the presence of Jehoshaphat king of Judah.
3:15	ohjn				When did the hand of Yahweh come upon Elisha?	When the harpist played, the hand of Yahweh came upon Elisha.
3:20	tfpy				When was the country filled with water?	In the morning about the time of offering the sacrifice, there came water from the direction of Edom, and the country was filled with water.
3:21	uzcl				Who from the Moabites gathered themselves together to fight?	All who were able to put on armor gathered themselves together.
3:22-23	indx				What did the Moabites think when they saw the water?	When the Moabites saw the water, they thought the three kings had been destroyed, and they had killed each other.
3:27	mny2				What did the king of Moab do to his oldest son?	He took his oldest son and offered him as a burnt offering upon the wall.
4:1	iabi				What was going to happen to the children of the wife of one of the sons of the prophets?	The creditor was going to take her two children to be his slaves.
4:3	x5du				From where should the woman borrow jars?	The woman should borrow jars from her neighbors.
4:6	yx1k				When did the oil stop flowing?	After her son said there were no more jars, the oil stopped flowing.
4:10	bsld				What did the important woman from Shunem and her husband make for Elisha?	They made a little room on the roof for Elisha, with a bed, a table, a seat, and a lamp.
4:16	b3an				What was the woman to be holding in one year’s time?	In one year’s time, she would be holding a son.
4:18-19	bwn0				When did the child hurt his head?	When the child went out one day to his father, who was with harvesters, he hurt his head.
4:20	x6an				Where did the child sit until he died?	The child sat on his mother’s knees until he died.
4:25	o3u9				Where was the man of God?	The man of God was at Mount Carmel.
4:26	rnex				When Gehazi asked the woman if everything was alright, what did she answer?	When Gehazi asked the woman if everything was alright, she answered, “It is alright.”
4:27	yllz				What did the woman do when she came to the man of God at the mountain?	When she came to the man of God at the mountain, she caught hold of his feet.
4:29	w9jv				What should Gehazi do if he met any man or if anyone greeted him?	If Gehazi met any man or if anyone greeted him, he should not answer him.
4:31	xrgv				What did Gehazi lay on the child’s face?	He laid the staff on the child’s face.
4:34	rfzb				How did the boy’s body grow warm?	Elisha stretched himself out on the boy, and the boy’s body grew warm.
4:35	gpbu				What did the child do before he opened his eyes?	The child sneezed seven times and then opened his eyes.
4:38-39	odhk				Who gathered wild gourds?	One of the sons of the prophets gathered wild gourds.
4:40-41	gsi3				How did Elisha remove the death from the pot?	Elisha threw some flour into the pot.
4:42-43	d4w4				How many people ate the twenty loaves of barley bread?	One hundred people ate the twenty loaves of barley bread.
5:1	z5kw				What had Yahweh given to Aram by Naaman?	Yahweh had given victory to Aram.
5:3	lsch				Whom did the little girl say would heal her master?	The girl said the prophet who was in Samaria would heal her master.
5:6	kw69				To whom did Naaman take the letter which was from the king of Aram?	Naaman took the letter to the king of Israel.
5:7	mxhd				What did the king of Israel think was the reason Naaman came to him for a cure?	The king of Israel thought Naaman was seeking to start an argument with him.
5:10	o5cn				What was Naaman told to do to be clean?	Naaman was told to go and dip himself into the Jordan seven times to be clean.
5:11	bz76				How did Naaman think Elisha would heal him?	Naaman thought Elisha would come out to him and stand and call on the name of Yahweh his God, and wave his hand over the place and heal the leprosy.
5:14	ezct				Like what was Naaman’s flesh restored?	Naaman’s flesh was restored again like the flesh of a little child.
5:15	tziw				After Naaman was healed, what did he know?	After Naaman was healed, he knew that there was no God in all the earth except in Israel.
5:18	a4hy				For what did Naaman ask Yahweh to pardon him?	Naaman asked Yahweh to pardon him when he bowed himself in the house of Rimmon.
5:22	ecin				According to Gehazi, who came from the hill country of Ephraim?	According to Gehazi, two young men of the sons of the prophets came from the hill country of Ephraim.
5:24	bdjp				What did Gehazi hide in the house?	He hid the bags of silver in the house.
5:26-27	aqsp				What happened because Gehazi lied?	Because Gehazi lied, he became a leper.
6:1-2	wbcj				Why did the sons of the prophets want to build a place to live?	The place where they lived with Elisha was too small, so they wanted to build a place to live.
6:5	d12t				Why was the man who lost the axe head worried?	He was worried because the axe was borrowed.
6:6	iedw				How did Elisha make iron float?	He cut off a stick, threw it in the water, and made the iron float.
6:12	kxcd				Who told the king of Israel the words of the king of Aram?	Elisha told the king of Israel the words of the king of Aram.
6:15	qhzk				Why was Elisha’s servant worried?	He was worried because he saw a large army with horses and chariots surrounding the city.
6:18-19	n3pm				How did Elisha lead the Arameans to Samaria?	Elisha asked Yahweh to blind them, and then Elisha told them to follow him.
6:20	lod6				Where were the Arameans when Yahweh opened their eyes?	The Arameans were in the middle of the city of Samaria when Yahweh opened their eyes.
6:22-23	krin				What did the king of Israel do to the Arameans?	He put bread and water before them, and he sent them away.
6:25	dbzo				Why was a donkey’s head sold for eighty pieces of silver?	There was a great famine in Samaria, so a donkey’s head was sold for eighty pieces of silver.
6:28-29	sz5j				What did the woman tell the king was troubling her?	She answered, “This woman said to me, ‘Give your son so that we may eat him today, and we will eat my son tomorrow.’” So we boiled my son and ate him, and I said to her on the next day, “Give your son that we may eat him, but she has hidden her son.”
6:31	xw14				Who did the king blame for the famine?	He blamed Elisha.
6:32	kenl				When the messenger came to Elisha, what did he tell the elders to do?	When the messenger came to Elisha, he told the elders to shut the door, and hold the door shut against him.
7:2	rvt6				What did Elisa say would happen to the captain who did not believe him?	Elisha said the captain would not eat any of the flour or barley.
7:3	u21g				Why did the four men with leprosy go to the army of the Arameans?	They went to the army of the Arameans because they said they might die if they go into the city, stand where they were, or go to army the Arameans.
