Reference	ID	Tags	Quote	Occurrence	Question	Response
1:1	z3bd				How was Paul made an apostle of Christ Jesus?	Paul was made an apostle by to the commandment of God.
1:2	sl85				What was the relationship between Paul and Timothy?	Timothy was Paul’s true son in the faith.
1:3	q1ob				Where did Paul urge Timothy to remain?	He urged Timothy to remain in Ephesus.
1:3	slty				What was Timothy to command certain people not to do?	He was to command them not to teach differently.
1:5	crq2				What did Paul say was the goal of his commandment and teaching?	The goal of his commandment was love from a pure heart, from a good conscience, and from sincere faith.
1:9	tqor				For whom is the law made?	The law is for lawless, rebellious, ungodly people, and sinners.
1:13	cfvj				What sins did Paul formerly commit?	Paul was a blasphemer, persecutor, and a violent man.
1:14	q6g0				What overflowed to Paul, resulting in Paul becoming an apostle of Jesus Christ?	The grace of our Lord overflowed with faith and love to Paul.
1:15	iw1l				Who did Christ Jesus come into the world to save?	Christ Jesus came into the world to save sinners.
1:16	o828				Why does Paul say God gave him mercy?	God gave Paul mercy so that Jesus could demonstrate his patience in Paul as an example.
1:18	milu				What did Paul tell Timothy to do in accordance with the prophecies made about Timothy?	Paul tells Timothy to fight the good fight.
1:19	m2of				What happened to some who rejected their faith and their good conscience?	These people have shipwrecked regarding the faith.
1:20	yc47				What did Paul do for those men who had rejected faith and a good conscience and had shipwrecked their faith?	Paul gave them over to Satan so that they may be taught not to blaspheme.
2:1	wr9k				For whom does Paul request that prayers be made?	Paul requests prayers be made for all people.
2:2	acep				What kind of life does Paul desire Christians be allowed to live?	Paul desires that Christians be allowed to live a peaceful and quiet life in all godliness and dignity.
2:4	kuft				What does God desire for all people?	God desires all people to be saved and to come to the knowledge of the truth.
2:5	bpzk				What is the position of Christ Jesus between God and man?	Christ Jesus is the one mediator between God and man.
2:6	eq8p				What did Christ Jesus do for all?	Christ Jesus gave himself as a ransom for all.
2:7	zati				Who does the apostle Paul teach?	Paul is a teacher of the Gentiles.
2:8	otgq				What does Paul want men to do?	Paul wants men to pray and lift up holy hands.
2:9	o7jf				What does Paul want women to do?	Paul wants women to dress modestly and with self-control.
2:12	uv0v				What does Paul not permit a woman to do?	Paul does not permit a woman to teach or to exercise authority over a man.
2:13	rygx				What is the first reason that Paul gives for not permitting a woman to teach or exercise authority over a man?	Paul’s first reason is that Adam was formed first.
2:14	v47f				What is the second reason that Paul gives for not permitting a woman to teach or exercise authority over a man?	Paul’s second reason is that Adam was not deceived, but the woman was deceived.
